estimation.x,estimation.y,valification.x,valification.y,diff
125,308,125,308,0
124,331,126,332,2.23607
123,354,127,356,4.47214
121,377,126,380,5.83095
119,400,124,404,6.40312
116,423,121,428,7.07107
112,446,116,451,6.40312
108,469,109,474,5.09902
103,492,99,496,5.65685
96,514,89,518,8.06226
82,533,79,540,7.61577
