estimation.x,estimation.y,valification.x,valification.y
190,364,190,364
189,395,256,363
186,426,252,394
181,456,242,423
174,486,249,453
166,516,233,479
159,546,224,508
147,574,216,538
130,600,204,566
109,623,200,535
-353187648,22033,200,504
-353187456,22033,211,475
-353187456,22033,200,504
68,22033,191,533
-353187072,22033,179,561
-353187072,22033,176,592
-353187072,22033,145,590
81,0,121,610
