estimation.x,estimation.y,valification.x,valification.y
184,366,184,366
183,393,191,392
181,420,188,419
177,447,183,446
172,474,181,473
166,500,169,498
160,527,156,522
150,553,176,503
137,577,175,530
121,599,162,554
102,618,147,577
-513064576,21930,120,582
-513064576,21930,101,601
estimation.x,estimation.y,valification.x,valification.y
184,366,184,366
183,396,191,395
180,426,186,425
176,456,181,455
171,486,172,484
164,515,164,513
157,544,169,543
145,572,153,568
128,597,126,581
107,619,102,600
