estimation.x,estimation.y,valification.x,valification.y
184,264,184,264
183,291,186,291
182,318,197,315
181,345,197,342
179,372,197,369
177,399,193,396
174,426,188,422
171,453,182,448
167,480,167,470
163,507,168,497
150,531,156,521
estimation.x,estimation.y,valification.x,valification.y
184,264,184,264
183,294,186,294
182,324,196,322
180,354,196,352
178,384,194,382
175,414,190,411
172,444,184,440
168,474,168,466
164,504,168,496
150,530,156,523
