estimation.x,estimation.y,valification.x,valification.y,diff
123,400,123,400,0
121,423,120,424,1.41421
117,446,118,448,2.23607
111,469,113,472,3.60555
103,491,106,495,5
93,512,96,518,6.7082
86,535,87,541,6.08276
77,557,73,561,5.65685
67,578,58,581,9.48683
55,598,42,599,13.0384
41,618,30,616,11.1803
