estimation.x,estimation.y,valification.x,valification.y,diff
123,396,123,396,0
122,419,122,420,1
119,442,120,444,2.23607
114,465,117,468,4.24264
107,488,111,492,5.65685
102,511,104,516,5.38516
95,533,95,539,6
86,555,83,561,6.7082
75,576,73,583,7.28011
62,596,58,602,7.2111
47,615,48,620,5.09902
