estimation.x,estimation.y,valification.x,valification.y
187,244,187,244
186,273,186,273
185,302,198,299
183,331,197,328
181,360,196,357
178,389,192,386
175,418,206,411
171,447,202,440
167,476,193,468
153,502,179,443
-842008384,21998,162,467
-842008192,21998,158,496
