estimation.x,estimation.y,valification.x,valification.y
180,239,180,239
190,264,187,265
197,290,189,292
202,317,191,265
204,344,198,291
204,371,198,318
201,398,196,345
195,425,195,372
187,451,191,399
176,476,193,426
163,500,174,445
0,0,165,471
estimation.x,estimation.y,valification.x,valification.y
180,239,180,239
191,267,186,269
199,296,189,299
204,326,190,269
205,356,198,298
203,386,198,328
198,416,199,358
190,445,193,388
179,473,190,418
165,500,174,444
-1240827392,21995,165,473
