estimation.x,estimation.y,valification.x,valification.y,diff
126,304,126,304,0
125,328,125,329,1
124,352,126,354,2.82843
122,376,126,379,5
119,400,124,404,6.40312
116,424,120,429,6.40312
112,448,115,453,5.83095
107,472,108,477,5.09902
102,496,100,501,5.38516
96,519,90,524,7.81025
85,541,84,537,4.12311
