estimation.x,estimation.y,valification.x,valification.y,diff
126,304,126,304,0
125,328,125,329,1
124,352,127,354,3.60555
122,376,126,379,5
119,400,125,404,7.2111
116,424,123,429,8.60233
112,448,119,453,8.60233
108,472,112,477,6.40312
103,496,107,501,6.40312
96,519,101,525,7.81025
82,539,89,542,7.61577
