estimation.x,estimation.y,valification.x,valification.y
190,317,190,317
189,347,248,310
187,377,255,339
184,407,248,368
180,437,258,396
175,467,243,423
169,497,242,453
162,526,232,481
153,555,226,510
134,579,224,540
1827861696,22095,217,511
1827861888,22095,192,528
1827861888,22095,168,546
68,22095,149,570
