estimation.x,estimation.y,valification.x,valification.y,diff
128,218,128,218,0
127,241,126,242,1.41421
124,264,121,265,3.16228
119,286,114,288,5.38516
112,308,105,310,7.28011
103,329,95,331,8.24621
92,349,82,351,10.198
79,368,68,370,11.1803
65,386,53,388,12.1655
49,403,38,406,11.4018
32,418,25,422,8.06226
