estimation.x,estimation.y,valification.x,valification.y
188,244,188,244
197,271,188,273
203,299,198,300
207,328,198,329
207,357,196,358
204,386,193,387
198,415,201,359
189,443,216,385
177,470,209,413
162,496,216,385
-385229312,21961,220,356
0,0,230,328
-385229311,21961,244,354
-389912088,21961,252,382
0,0,237,407
-385238016,21961,247,435
-385237888,21961,236,462
81,0,209,473
0,0,180,474
0,0,184,445
