estimation.x,estimation.y,valification.x,valification.y
190,265,190,265
199,293,191,295
205,322,201,323
208,352,201,353
208,382,199,383
205,412,202,353
199,441,222,375
189,470,218,405
176,498,223,375
161,524,225,345
200,210,224,315
0,0,250,329
1,209,250,359
-1922804152,21858,247,389
0,0,244,419
0,206,237,448
-1924037238,21858,245,477
81,0,223,498
0,0,196,486
0,0,191,456
0,0,178,483
-1999872384,32574,168,511
