estimation.x,estimation.y,valification.x,valification.y,diff
126,312,126,312,0
125,316,126,306,10.0499
124,320,121,309,11.4018
123,324,116,309,16.5529
122,328,120,313,15.1327
121,332,123,318,14.1421
120,336,124,323,13.6015
119,340,124,328,13
118,344,124,333,12.53
117,348,122,338,11.1803
116,352,122,343,10.8167
115,356,121,348,10
114,360,120,353,9.21954
112,364,118,358,8.48528
110,368,118,363,9.43398
108,372,116,368,8.94427
106,376,115,373,9.48683
104,380,114,378,10.198
102,384,112,383,10.0499
100,388,110,388,10
98,392,108,393,10.0499
96,396,106,398,10.198
94,400,104,403,10.4403
92,404,102,408,10.7703
90,408,100,413,11.1803
88,412,98,418,11.6619
85,416,95,423,12.2066
82,420,92,428,12.8062
79,424,90,433,14.2127
76,428,87,437,14.2127
73,432,84,441,14.2127
70,436,81,446,14.8661
67,440,78,451,15.5563
64,444,75,456,16.2788
61,448,72,460,16.2788
58,452,69,464,16.2788
55,456,66,468,16.2788
52,459,63,472,17.0294
49,462,60,476,17.8045
46,465,57,480,18.6011
42,468,53,484,19.4165
38,471,50,488,20.8087
34,474,46,492,21.6333
30,477,43,496,23.0217
26,480,39,500,23.8537
22,483,36,504,25.2389
18,486,33,508,26.6271
14,489,29,512,27.4591
10,492,26,516,28.8444
6,495,23,520,30.2324
2,498,22,521,30.4795
