estimation.x,estimation.y,valification.x,valification.y
189,221,189,221
187,250,185,250
182,279,184,279
174,307,174,307
163,334,164,334
149,360,150,360
132,384,134,384
112,407,150,360
91,427,165,334
67,445,186,314
694944256,21898,183,343
0,0,197,317
694944257,21898,214,341
690155192,21898,230,365
0,0,201,371
694937600,21898,187,397
694937728,21898,202,422
81,0,223,442
0,0,194,444
0,0,166,436
0,0,142,418
-1230314800,32536,117,433
1,0,119,404
-1230314992,32536,100,426
