estimation.x,estimation.y,valification.x,valification.y
182,289,182,289
181,319,185,319
180,349,194,348
178,379,192,378
175,409,188,408
172,439,181,437
168,469,172,466
162,498,154,490
147,525,138,515
126,547,124,542
