estimation.x,estimation.y,valification.x,valification.y,diff
128,218,128,218,0
127,241,126,242,1.41421
124,264,121,265,3.16228
119,286,114,288,5.38516
112,308,105,310,7.28011
103,329,94,332,9.48683
92,349,82,352,10.4403
79,368,68,371,11.4018
65,386,52,389,13.3417
49,403,37,408,13
32,419,26,421,6.32456
