estimation.x,estimation.y,valification.x,valification.y
184,314,184,314
183,344,237,314
182,374,244,343
180,404,240,373
177,434,248,402
173,464,233,428
168,494,227,457
163,524,219,486
155,553,220,516
144,581,205,542
451237056,22012,175,543
451237248,22012,156,520
451237248,22012,185,511
68,22012,155,507
451237632,22012,174,483
451237632,22012,154,506
451237632,22012,141,533
