estimation.x,estimation.y,valification.x,valification.y
183,340,183,340
182,370,272,339
180,400,242,340
177,430,248,369
173,460,239,398
167,490,243,428
161,519,231,456
149,547,231,486
132,572,216,512
110,594,217,542
2064952512,21961,205,569
2064952704,21961,175,566
2064952704,21961,161,540
68,21961,165,510
2064953088,21961,148,535
2064953088,21961,135,562
2064953088,21961,129,592
