estimation.x,estimation.y,valification.x,valification.y,diff
122,401,122,401,0
121,424,122,425,1.41421
118,447,120,449,2.82843
113,470,116,473,4.24264
106,492,110,496,5.65685
101,515,103,519,4.47214
94,537,94,541,4
85,558,82,562,5
74,578,72,584,6.32456
61,597,58,603,6.7082
46,615,48,620,5.38516
