estimation.x,estimation.y,valification.x,valification.y,diff
128,216,128,216,0
130,239,126,240,4.12311
130,262,126,264,4.47214
128,285,122,288,6.7082
124,308,116,311,8.544
118,331,108,334,10.4403
110,353,98,356,12.3693
100,374,87,378,13.6015
88,394,74,399,14.8661
75,413,61,420,15.6525
60,431,54,432,6.08276
