estimation.x,estimation.y,valification.x,valification.y
188,217,188,217
198,245,187,247
205,274,189,277
209,303,192,247
210,333,198,276
207,363,198,306
201,392,196,336
192,421,196,366
180,449,222,381
165,475,239,405
933,0,235,434
0,0,208,446
2127701505,32683,179,453
-1822676616,22097,180,423
0,0,166,449
