estimation.x,estimation.y,valification.x,valification.y
184,315,184,315
183,342,184,342
182,369,193,367
180,396,192,394
177,423,188,421
174,450,186,448
170,477,194,474
165,504,187,500
159,530,178,525
146,554,156,540
127,574,135,557
estimation.x,estimation.y,valification.x,valification.y
184,315,184,315
183,345,185,345
181,375,202,369
178,405,192,397
175,435,187,426
171,465,181,455
166,495,193,482
159,524,185,511
144,551,170,537
123,573,142,546
434745536,21971,126,571
