estimation.x,estimation.y,valification.x,valification.y
186,219,186,219
193,244,186,245
198,270,187,271
200,296,189,245
200,322,196,270
197,348,195,296
192,374,193,322
185,399,189,348
175,423,184,374
163,446,172,397
149,468,164,422
-1,-1,155,446
estimation.x,estimation.y,valification.x,valification.y
186,219,186,219
194,247,186,248
199,275,188,277
201,304,192,248
200,333,196,277
196,362,194,306
189,390,191,335
179,417,186,364
166,443,179,392
150,468,166,418
6,4,156,445
