estimation.x,estimation.y,valification.x,valification.y,diff
128,215,128,215,0
127,238,125,239,2.23607
124,261,122,263,2.82843
119,284,115,286,4.47214
112,306,106,308,6.32456
103,327,96,330,7.61577
92,348,83,350,9.21954
79,368,69,370,10.198
64,386,53,388,11.1803
48,403,38,407,10.7703
30,419,26,421,4.47214
