estimation.x,estimation.y,valification.x,valification.y
192,240,192,240
201,268,191,270
207,297,202,298
210,327,201,328
210,357,199,358
207,387,209,329
200,417,222,356
190,446,218,386
177,474,223,356
162,500,233,328
1217997775,22069,225,299
0,0,250,316
1821029633,32694,249,346
1219434872,22069,257,375
0,0,243,402
0,0,246,432
176,0,239,461
113,0,212,474
1218623040,22069,182,475
1219454208,22069,183,445
0,0,167,471
