estimation.x,estimation.y,valification.x,valification.y,diff
123,397,123,397,0
122,420,121,421,1.41421
119,443,119,445,2
115,466,115,469,3
109,489,108,492,3.16228
102,512,105,516,5
97,535,92,537,5.38516
89,557,77,556,12.0416
79,578,62,576,17.1172
66,598,48,596,18.1108
51,617,36,616,15.0333
