estimation.x,estimation.y,valification.x,valification.y
184,369,184,369
183,399,186,398
180,428,188,427
175,457,184,456
168,486,180,485
162,515,185,456
152,543,201,481
138,569,180,502
120,593,185,531
99,614,173,558
-1567829952,22081,159,584
-1567829952,22081,130,590
-1567829952,22081,113,615
