estimation.x,estimation.y,valification.x,valification.y,diff
125,311,125,311,0
124,334,126,335,2.23607
123,357,127,359,4.47214
121,380,126,383,5.83095
119,403,125,407,7.2111
116,426,124,431,9.43398
112,449,118,455,8.48528
108,472,112,478,7.2111
103,495,107,502,8.06226
96,517,101,525,9.43398
82,536,89,541,8.60233
