estimation.x,estimation.y,valification.x,valification.y
187,320,187,320
186,350,242,315
184,380,251,343
182,410,243,372
179,440,253,400
175,469,239,426
170,498,239,456
164,527,229,484
155,555,220,512
136,578,222,542
-839244608,22089,193,548
-839244416,22089,205,521
-839244416,22089,201,492
68,22089,209,463
-839244032,22089,214,434
-839244032,22089,205,463
-839244032,22089,198,492
81,0,191,521
0,0,176,546
0,0,153,528
0,0,144,556
