estimation.x,estimation.y,valification.x,valification.y,diff
128,215,128,215,0
134,238,128,240,6.32456
138,261,130,264,8.544
140,285,130,289,10.7703
140,309,129,313,11.7047
138,333,127,337,11.7047
134,356,123,361,12.083
128,379,118,385,11.6619
120,401,110,408,12.2066
110,423,103,431,10.6301
98,444,100,440,4.47214
