estimation.x,estimation.y,valification.x,valification.y
186,317,186,317
196,345,237,314
203,374,251,340
207,403,244,369
208,433,256,396
206,463,243,423
200,492,242,453
191,521,237,482
179,549,241,511
165,575,237,540
1600745330,1886006841,208,547
103,112,207,517
59,112,212,488
58,112,217,459
57,112,220,429
56,112,220,399
55,112,197,418
81,0,217,440
0,0,212,469
0,0,210,499
0,0,202,528
1871995600,32640,178,545
1,0,186,516
1871995408,32640,166,538
